,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon
3347,4338.0,,Avenue de Marathon ,1.0,1020.0,Bruxelles,Bruxelles-Brussel,"1° étage,sall de sport",,,,"Avenue de Marathon ,1.0,Bruxelles-Brussel,Belgium",50.8941281,4.3341069
3348,4339.0,,Place Ernest Dubois,1.0,1390.0,Grez-Doiceau,Brabant Wallon,"rez,couloir co,4",,,,"Place Ernest Dubois,1.0,Brabant Wallon,Belgium",50.738454,4.6960361
3349,4340.0,,Place de Trémentine ,1.0,1390.0,Grez-Doiceau,Brabant Wallon,"rez,hall d entrée,centre cul",,,,"Place de Trémentine ,1.0,Brabant Wallon,Belgium",50.7843234,4.6772406
3350,4341.0,,Rue Salvador Allende,144.0,7021.0,Havré,Hainaut,"rez, salle de sport",Y,,,"Rue Salvador Allende,144.0,Hainaut,Belgium",50.4203445,4.2195883
3351,4342.0,,Rue Pont Saint-Laurent ,25.0,4800.0,Verviers,Liège,"rez,fondcouloir infirmer",,,,"Rue Pont Saint-Laurent ,25.0,Liège,Belgium",50.6427857,5.5738458
3352,4343.0,,Rue Douffet ,36.0,4020.0,Liège,Liège,rez-accueil-infirmerie,,,,"Rue Douffet ,36.0,Liège,Belgium",50.6355317,5.5847029
3353,4344.0,,Rue du Baillois,6.0,1330.0,Rixensart,Brabant Wallon,club house,,,,"Rue du Baillois,6.0,Brabant Wallon,Belgium",50.7070469,4.5034286
3354,4345.0,,Chaussée de Huy ,383.0,1325.0,Chaumont-Gistoux,Brabant Wallon,bureau,,,,"Chaussée de Huy ,383.0,Brabant Wallon,Belgium",50.6810977,4.6974603
3355,4346.0,,Rue E. Solvay ,1.0,4000.0,Liège,Liège,"1° étage,sortie secours",,,,"Rue E. Solvay ,1.0,Liège,Belgium",50.6095385,5.5561344
3356,4347.0,,Avenue du Textile ,5.0,7700.0,Mouscron,Hainaut,salle de réunion,,,,"Avenue du Textile ,5.0,Hainaut,Belgium",50.5257076,4.062101699999999
3357,4348.0,,Grote Markt ,54.0,8500.0,Kortrijk,West-Vlaanderen,glvl-ingang Leiestr tov infobalie,,,,"Grote Markt ,54.0,West-Vlaanderen,Belgium",50.8556158,2.7263412
3358,4349.0,,Leiestraat ,30.0,8500.0,Kortrijk,West-Vlaanderen,glvl-ingang Leiestr tov infobalie,,,,"Leiestraat ,30.0,West-Vlaanderen,Belgium",50.8522866,3.290638
3359,4350.0,,Schouwburgplein ,14.0,8500.0,Kortrijk,West-Vlaanderen,glvl-bemande vestiaire rechts,,,,"Schouwburgplein ,14.0,West-Vlaanderen,Belgium",50.82617200000001,3.2657501
3360,4351.0,,Moorseelsestraat,144.0,8501.0,Heule,West-Vlaanderen,glvl tov secretariaat,,,,"Moorseelsestraat,144.0,West-Vlaanderen,Belgium",50.8317359,3.2466343
3361,4352.0,,Olympiadeplein ,1.0,8510.0,MarkeKortrijk),West-Vlaanderen,glvl-tov secretariaat,,,,"Olympiadeplein ,1.0,West-Vlaanderen,Belgium",50.8027029,3.22201
3362,4353.0,,Heulsestraat,82.0,8501.0,Bissegem,West-Vlaanderen,glvl - thv secretariaat,,,,"Heulsestraat,82.0,West-Vlaanderen,Belgium",50.82874,3.2295
3363,4354.0,,Rollegemkerkstraat ,67.0,8510.0,Rollegem,West-Vlaanderen,glvl-nst inkomdeur secretari,,,,"Rollegemkerkstraat ,67.0,West-Vlaanderen,Belgium",50.7670038,3.2576805
3364,4355.0,,Jakob Vandervaetstraat,77.0,8500.0,Kortrijk,West-Vlaanderen,glvl EHBO lokaal,,,,"Jakob Vandervaetstraat,77.0,West-Vlaanderen,Belgium",50.8360399,3.2546024
3365,4356.0,,Minister de Tayelaan,8.0,8500.0,Kortrijk,West-Vlaanderen,glvl inkom-lokaal EHBO,,,,"Minister de Tayelaan,8.0,West-Vlaanderen,Belgium",50.8234734,3.2886926
3366,4357.0,,Moeskroensesteenweg ,136.0,8511.0,Aalbeke,West-Vlaanderen,glvl-inkomhal,,,,"Moeskroensesteenweg ,136.0,West-Vlaanderen,Belgium",50.7756898,3.2275515
3367,4358.0,,Stadionstraat ,,8510.0,Bellegem,West-Vlaanderen,glvl - inkomhal kleedkamers,,,,"Stadionstraat ,,West-Vlaanderen,Belgium",51.1265821,3.0118102
3368,4359.0,,Vlaswaagplein ,3.0,8501.0,Bissegem,West-Vlaanderen,glvl-inkom halfoyer-links cafetari,,,,"Vlaswaagplein ,3.0,West-Vlaanderen,Belgium",50.8247493,3.2248476
3369,4360.0,,Hellestraat,6.0,8510.0,MarkeKortrijk),West-Vlaanderen,glvl-inkomhal foyer-nst publiekspc,,,,"Hellestraat,6.0,West-Vlaanderen,Belgium",51.0536024,3.1457942
3370,4361.0,,Aalbekeplaats ,,8511.0,Aalbeke,West-Vlaanderen,glvl-nst inkomdeur secretariaat,,,,"Aalbekeplaats ,,West-Vlaanderen,Belgium",50.7788154,3.2299183
3371,4362.0,,Lagaeplein,24.0,8501.0,Heule,West-Vlaanderen,glvl-inkomhal foyer-nst publiekspc,,,,"Lagaeplein,24.0,West-Vlaanderen,Belgium",50.84439,3.23609
3372,4363.0,,Processiestraat ,6.0,8510.0,Bellegem,West-Vlaanderen,glvl-inkomhal foyer-nst pc,,,,"Processiestraat ,6.0,West-Vlaanderen,Belgium",50.8868562,3.4269623
3373,4365.0,,Rue Théophile Delbar,33.0,1410.0,Waterloo,Brabant Wallon,rez de chée du boulodrome - entrée mur de droite,,,,"Rue Théophile Delbar,33.0,Brabant Wallon,Belgium",50.7166378,4.3968189
3374,4366.0,,Koutermanstraat ,2.0,3570.0,Alken,Limburg,onthaal,,,,"Koutermanstraat ,2.0,Limburg,Belgium",50.8758733,5.3131364
3375,4367.0,,Rue du Monument,,7160.0,Chapelle-lez-Herlaimont,Hainaut, salle st germain,,,,"Rue du Monument,,Hainaut,Belgium",50.678237,3.9351023
3376,4368.0,,Avenue du Castillon,471.0,1450.0,Chastre,Brabant Wallon,"rez-de-ch,allé sud du bâti",,,,"Avenue du Castillon,471.0,Brabant Wallon,Belgium",50.61038,4.6435531
3377,4369.0,,Rue Parc Nicolas Spiroux,55.0,4000.0,Liège,Liège,"buvette du Parc,rez",,,,"Rue Parc Nicolas Spiroux,55.0,Liège,Belgium",50.6275084,5.611337799999999
3378,4370.0,,Rue de Namur,2.0,4000.0,Liège,Liège,rez de ch SIPPT,,,,"Rue de Namur,2.0,Liège,Belgium",50.6194109,5.5758337
3379,4371.0,,Rue des Guillemins,26.0,4000.0,Liège,Liège,espace Guillemins-5°étage,,,,"Rue des Guillemins,26.0,Liège,Belgium",50.628135,5.5672991
3380,4372.0,,Rue des Guillemins ,26.0,4000.0,Liège,Liège,espace Guillemins-7° étage,,,,"Rue des Guillemins ,26.0,Liège,Belgium",50.628135,5.5672991
3381,4373.0,Appareil fixe-Vast apparaat,Rue du Moulin,1.0,1340.0,Ottignies,Brabant Wallon,Salle paroissiale St Remy ,Oui-Ja,Non-Nee,,"Rue du Moulin,1.0,Brabant Wallon,Belgium",50.6130589,4.4700931
3382,4374.0,,Paul Orbanpromenade ,8.0,8620.0,Nieuwpoort,West-Vlaanderen,reftergebouwbuitenzijde,,,,"Paul Orbanpromenade ,8.0,West-Vlaanderen,Belgium",51.1494245,2.7281605
3383,4375.0,,Brugse Steenweg ,9.0,8620.0,Nieuwpoort,West-Vlaanderen,inkom GV administratie,,,,"Brugse Steenweg ,9.0,West-Vlaanderen,Belgium",51.0536024,3.1457942
3384,4376.0,,Spaarbekken ,2.0,8620.0,Nieuwpoort,West-Vlaanderen,zijde spaarbekken,,,,"Spaarbekken ,2.0,West-Vlaanderen,Belgium",51.13406999999999,2.775228
3385,4377.0,,Sportlaan ,1.0,1770.0,Liedekerke,Vlaams-Brabant,inkomhal,,,,"Sportlaan ,1.0,Vlaams-Brabant,Belgium",50.8640388,4.0789229
3386,4378.0,,Grote Steenweg ,304.0,9340.0,Lede,Oost-Vlaanderen,inkomhal,,,,"Grote Steenweg ,304.0,Oost-Vlaanderen,Belgium",50.957635,3.8994336
3387,4379.0,,Veldloopstraat ,11.0,8790.0,Waregem,West-Vlaanderen,sportverblijf inkomhal,,,,"Veldloopstraat ,11.0,West-Vlaanderen,Belgium",50.8838623,3.4471348
3388,4380.0,,Beenhouwersstraat,28.0,2830.0,Willebroek,Antwerpen,windsurfchalet,,,,"Beenhouwersstraat,28.0,Antwerpen,Belgium",51.2759862,4.4160179
3389,4381.0,,Pathoekeweg ,58.0,8000.0,Brugge,West-Vlaanderen,burelen,,,,"Pathoekeweg ,58.0,West-Vlaanderen,Belgium",51.2466066,3.2132945
3390,4382.0,,Zuidbroekstraat ,12.0,8600.0,Woumen,West-Vlaanderen,overkapping santirair gebouw,,,,"Zuidbroekstraat ,12.0,West-Vlaanderen,Belgium",50.9951094,2.8635533
3391,4383.0,,Koning Boudewijnlaan ,15.0,8370.0,Blankenberge,West-Vlaanderen,sporthal inkomhal,,,,"Koning Boudewijnlaan ,15.0,West-Vlaanderen,Belgium",51.3123145,3.1408409
3392,4384.0,,Nijverheidsstraat ,112.0,8310.0,Assebroek,West-Vlaanderen,atletiekgebouw,,,,"Nijverheidsstraat ,112.0,West-Vlaanderen,Belgium",51.0536024,3.1457942
3393,4385.0,,Nijverheidsstraat,112.0,8310.0,Assebroek,West-Vlaanderen,sporthal onthaal,,,,"Nijverheidsstraat,112.0,West-Vlaanderen,Belgium",51.0536024,3.1457942
3394,4386.0,,Tervuursesteenweg,399.0,1982.0,HofstadeBt.),Vlaams-Brabant,sportverblijf inkomhal,,,,"Tervuursesteenweg,399.0,Vlaams-Brabant,Belgium",50.863084,4.619757
3395,4387.0,,Zuiderlaan ,14.0,9000.0,Gent,Oost-Vlaanderen,sportverblijf inkomhal,,,,"Zuiderlaan ,14.0,Oost-Vlaanderen,Belgium",51.0499554,3.6857691
3396,4388.0,,Gouverneur Verwilghensingel,13.0,3500.0,Hasselt,Limburg,inkomhal,,,,"Gouverneur Verwilghensingel,13.0,Limburg,Belgium",50.9375644,5.3540206
3397,4389.0,,Vorselaarsebaan,60.0,2200.0,Herentals,Antwerpen,sportverblijf inkomhal,,,,"Vorselaarsebaan,60.0,Antwerpen,Belgium",51.1896143,4.8264628
3398,4390.0,,Kattevennen ,15.0,3600.0,Genk,Limburg,sportverblijf inkomhal,,,,"Kattevennen ,15.0,Limburg,Belgium",50.9587945,5.5294212
3399,4391.0,,Rue Vanbeneden ,5.0,6210.0,Frasnes-lez-Gosselies,Hainaut,,,,,"Rue Vanbeneden ,5.0,Hainaut,Belgium",50.5356511,4.4455179
3400,4392.0,,Rue du Moulin ,12.0,1357.0,Hélécine,Brabant Wallon,hall d entrée de l ASBL,,,,"Rue du Moulin ,12.0,Brabant Wallon,Belgium",50.6130589,4.4700931
3401,4393.0,,Rue de Mons ,1.0,4607.0,Bombaye,Liège,"cafetaria, rez de ch",,,,"Rue de Mons ,1.0,Liège,Belgium",50.6422222,5.5515154
3402,4394.0,,Rue des Combattants,59.0,1310.0,La hulpe,Brabant Wallon,hall d entrée,,,,"Rue des Combattants,59.0,Brabant Wallon,Belgium",50.7311202,4.4878138
3403,4397.0,,Hof Ter Hillestraat,1.0,8670.0,Oostduinkerke,West-Vlaanderen,bij bureau v d greenkeeper,,,,"Hof Ter Hillestraat,1.0,West-Vlaanderen,Belgium",51.1122268,2.7001152
3404,4399.0,,Chemin des Amours,1.0,6470.0,Sivry-Rance,Hainaut,salle du centre culturel-rez,,,,"Chemin des Amours,1.0,Hainaut,Belgium",50.6074623,3.4041255
3405,4400.0,,Rue de Caraman,13.0,7300.0,Boussu,Hainaut,bâtiment adm Bloc A,,,,"Rue de Caraman,13.0,Hainaut,Belgium",50.4345024,3.7898251
3406,4401.0,,Rue de la Station,21.0,6511.0,StréeHt.),Hainaut,à côté de n° 21,,,,"Rue de la Station,21.0,Hainaut,Belgium",50.5257076,4.062101699999999
3407,4402.0,,Rue Léon Bernus ,9.0,6000.0,Charleroi,Hainaut,rez-local réserve de la Maison H,,,,"Rue Léon Bernus ,9.0,Hainaut,Belgium",50.4146035,4.4495916
3408,4403.0,,Rue de Lobbes ,2.0,6530.0,Thuin,Hainaut,endroit de plain pied lieu activit,,,,"Rue de Lobbes ,2.0,Hainaut,Belgium",50.3992383,4.1615095
3409,4404.0,,Rue Baronne Evelyn Drory,2.0,6543.0,Bienne-lez-Happart,Hainaut,endroit de plein pied,,,,"Rue Baronne Evelyn Drory,2.0,Hainaut,Belgium",50.3550049,4.229337
3410,4405.0,,Rue Fond des Fourches ,20.0,4041.0,Vottem,Liège,centre distribution,,,,"Rue Fond des Fourches ,20.0,Liège,Belgium",50.6815963,5.575805
3411,4408.0,,Rue de Sambre ,22.0,7850.0,Enghien,Hainaut,"rez de ch,salle de  gymnastique",Y,,,"Rue de Sambre ,22.0,Hainaut,Belgium",50.6955744,4.0386829
3412,4409.0,,Avenue Mounier ,83.0,1200.0,Bruxelles,Bruxelles-Brussel,"bureaux,1 ° étage,couloir",,,,"Avenue Mounier ,83.0,Bruxelles-Brussel,Belgium",50.8507765,4.4537123
3413,4410.0,,Boulevard de la Plaine ,9.0,1050.0,Bruxelles,Bruxelles-Brussel,"bur,3° étage,couloi",,,,"Boulevard de la Plaine ,9.0,Bruxelles-Brussel,Belgium",50.8204107,4.3932032
3414,4411.0,,Rue de Fer ,,5000.0,Namur,Namur,1er étage,,,,"Rue de Fer ,,Namur,Belgium",50.4665008,4.8654789
3415,4412.0,,Rue de Fer ,,5000.0,Namur,Namur,2ème étage,,,,"Rue de Fer ,,Namur,Belgium",50.4665008,4.8654789
3416,4413.0,,Rue Frères Biéva ,242.0,5020.0,Vedrin,Namur,réfectoire,,,,"Rue Frères Biéva ,242.0,Namur,Belgium",50.4871929,4.8752455
3417,4414.0,,Atletiekstraat,1.0,2620.0,Hemiksem,Antwerpen,onthaal,,,,"Atletiekstraat,1.0,Antwerpen,Belgium",51.1354182,4.341373
3418,4415.0,,Chemin St Antoine ,5.0,6900.0,Marche-en-Famenne,Luxembourg,entrée personnel,,,,"Chemin St Antoine ,5.0,Luxembourg,Belgium",50.2270494,5.3336277
3419,4416.0,,Bat. 14 Univ.de Liège au Sart Tilman,,4000.0,Liège,Liège,sal polyvalen,,,,"Bat. 14 Univ.de Liège au Sart Tilman,,Liège,Belgium",50.6408274,5.576058499999999
3420,4417.0,,Diestsesteenweg,52.0,3010.0,Kessel-Lo,Vlaams-Brabant,vergaderzaal,,,,"Diestsesteenweg,52.0,Vlaams-Brabant,Belgium",50.8884146,4.7541206
3421,4418.0,,Argonnestraat,37.0,1060.0,Brussel,Bruxelles-Brussel,"inkomhal, links v d trap",,,,"Argonnestraat,37.0,Bruxelles-Brussel,Belgium",50.8377681,4.3393688
3422,4419.0,,Industriestraat,42.0,8755.0,Ruiselede,West-Vlaanderen,"inkomhal,links van receptie",,,,"Industriestraat,42.0,West-Vlaanderen,Belgium",51.0470542,3.4092986
3423,4420.0,,Schependomstraat,4.0,8700.0,Tielt,West-Vlaanderen,inkomhal links,,,,"Schependomstraat,4.0,West-Vlaanderen,Belgium",51.0365535,2.8764154
3424,4421.0,,Avenue Théo Verbeeck ,2.0,1070.0,Bruxelles,Bruxelles-Brussel,bureau infrastructure,,,,"Avenue Théo Verbeeck ,2.0,Bruxelles-Brussel,Belgium",50.8343583,4.296561
3425,4422.0,,Avenue Théo Verbeeck ,2.0,1070.0,Bruxelles,Bruxelles-Brussel,salle kiné,,,,"Avenue Théo Verbeeck ,2.0,Bruxelles-Brussel,Belgium",50.8343583,4.296561
3426,4423.0,,Rue Malgrave ,3.0,4960.0,Malmédy,Liège,hall - niveau 0,,,,"Rue Malgrave ,3.0,Liège,Belgium",50.4268845,6.0258312
3427,4424.0,Appareil fixe-Vast apparaat,PLace Saint-Vincent ,1.0,1457.0,WALHAIN,Brabant Wallon,Hall d entrée,Non-Nee,Non-Nee,Quand salle (60p max) ouverte,"PLace Saint-Vincent ,1.0,Brabant Wallon,Belgium",50.6398333,4.6746008
3428,4425.0,,Rue de la Cure,1.0,1457.0,Walhain,Brabant Wallon,"rez de ch, hall d entrée",,,,"Rue de la Cure,1.0,Brabant Wallon,Belgium",50.633241,4.524315
3429,4426.0,Appareil fixe-Vast apparaat,Sint-Michielswarande,30.0,1040.0,Brussel,Bruxelles-Brussel,gelijkvloers aan liftkoker,Non-Nee,Non-Nee,,"Sint-Michielswarande,30.0,Bruxelles-Brussel,Belgium",50.8385172,4.4003178
3430,4426.0,,Sint-Michielswarande ,30.0,1040.0,Brussel,Bruxelles-Brussel,glvl aan liftkoker,,,,"Sint-Michielswarande ,30.0,Bruxelles-Brussel,Belgium",50.8385172,4.4003178
3431,4427.0,,Mgr. Ladeuzeplein ,21.0,3000.0,Leuven,Vlaams-Brabant,EHBO-lokaal,,,,"Mgr. Ladeuzeplein ,21.0,Vlaams-Brabant,Belgium",50.8782258,4.7069755
3432,4428.0,,Celestijnenlaan ,200.0,3001.0,Heverlee,Vlaams-Brabant,"inkomhal, glvl",,,,"Celestijnenlaan ,200.0,Vlaams-Brabant,Belgium",50.8678226,4.6782848
3433,4429.0,,Herestraat,49.0,3000.0,Leuven,Vlaams-Brabant,"glvl, naast Alma",,,,"Herestraat,49.0,Vlaams-Brabant,Belgium",50.8356873,4.9786374
3434,4430.0,,E. Van Evenstraat,4.0,3000.0,Leuven,Vlaams-Brabant,"receptie, glvl",,,,"E. Van Evenstraat,4.0,Vlaams-Brabant,Belgium",50.8742353,4.7038959
3435,4431.0,,Tiensestraat ,41.0,3000.0,Leuven,Vlaams-Brabant,"links inkomhal, glvl",,,,"Tiensestraat ,41.0,Vlaams-Brabant,Belgium",50.8758104,4.7080615
3436,4432.0,,Dekenstraat ,4.0,3000.0,Leuven,Vlaams-Brabant,"lokaal printer, glvl",,,,"Dekenstraat ,4.0,Vlaams-Brabant,Belgium",50.8735568,4.7095986
3437,4433.0,,Charles Deberiotstraat ,24.0,3000.0,Leuven,Vlaams-Brabant,"achter balie, ingang",,,,"Charles Deberiotstraat ,24.0,Vlaams-Brabant,Belgium",50.8760688,4.7028571
3438,4434.0,,Allée des Mésanges ,14.0,6280.0,Loverval,Hainaut,"clubhouse tennis,rez,cuisin",,,,"Allée des Mésanges ,14.0,Hainaut,Belgium",50.4094486,4.5080196
3439,4435.0,,Rue de Limbourg ,280.0,4710.0,Lontzen,Liège,hall d entrée acces aux handic,,,,"Rue de Limbourg ,280.0,Liège,Belgium",50.6566885,5.5670043
3440,4436.0,,Rue du Village ,,4710.0,Lontzen,Liège,hall d entrée-acces aux handi,,,,"Rue du Village ,,Liège,Belgium",50.672608,5.5602882
3441,4437.0,,"Zoning Industriel,1ere rue",,6040.0,JumetCharleroi),Hainaut,reception-face accueil,,,,"Zoning Industriel,1ere rue,,Hainaut,Belgium",50.45302,4.4554108
3442,4438.0,,Voie d Hainin,27.0,7300.0,Boussu,Hainaut,accueil,,,,"Voie d Hainin,27.0,Hainaut,Belgium",50.4337967,3.7912647
3443,4439.0,,Orsmaalstraat ,30.0,3450.0,Geetbets,Vlaams-Brabant,"in het receptie, op glvl,rechts",,,,"Orsmaalstraat ,30.0,Vlaams-Brabant,Belgium",50.8185852,5.0825175
3444,4440.0,,Rue de Landen ,43.0,4280.0,Hannut,Liège,"rez,local bibliothèque",,,,"Rue de Landen ,43.0,Liège,Belgium",50.6897356,5.0820037
3445,4441.0,,Rue des Combattants,,4280.0,Hannut,Liège,dans le bar,,,,"Rue des Combattants,,Liège,Belgium",50.6289057,5.6281593
3446,4442.0,,Rue des Combattants,1.0,4280.0,Hannut,Liège,mur gauche du hall d entrée,,,,"Rue des Combattants,1.0,Liège,Belgium",50.6289057,5.6281593
3447,4443.0,,Rue de Tirlemont ,51.0,4280.0,Hannut,Liège,dans le local n° 19,,,,"Rue de Tirlemont ,51.0,Liège,Belgium",50.6863072,5.0625481
3448,4444.0,,Rue du Coquiamont ,,4280.0,Hannut,Liège,"buvette,à gauche porte d entrée",,,,"Rue du Coquiamont ,,Liège,Belgium",50.6604029,5.6071151
3449,4445.0,,Rue Mattot,135.0,1410.0,Waterloo,Brabant Wallon,"Ecole du chesnois - couloir à proximité de la salle de gym,(rez de ch)",,,,"Rue Mattot,135.0,Brabant Wallon,Belgium",50.711946,4.3792446
3450,4446.0,,Rue du Ménil ,3.0,1410.0,Waterloo,Brabant Wallon,"Ecole de Mont St Jean dans la salle de gym au 1er étage, (rez de ch)",,,,"Rue du Ménil ,3.0,Brabant Wallon,Belgium",50.6918328,4.3931893
3451,4447.0,,Bellestraat,99.0,1790.0,Affligem,Vlaams-Brabant,"buitenzijde,links van inkomhal",,,,"Bellestraat,99.0,Vlaams-Brabant,Belgium",50.8925169,4.1259548
3452,4448.0,,Doornlarenhoofdstraat ,,1640.0,Sint-Genesius-Rode,Vlaams-Brabant,ingang glvl,,,,"Doornlarenhoofdstraat ,,Vlaams-Brabant,Belgium",50.7434321,4.3512777
3453,4449.0,,Dorpsstraat,46.0,1640.0,Sint-Genesius-Rode,Vlaams-Brabant,buitenzijde gemeentehuis,,,,"Dorpsstraat,46.0,Vlaams-Brabant,Belgium",50.8815434,4.564597
3454,4450.0,,Rue Royale,2.0,1000.0,Brussel,Bruxelles-Brussel,rechts achter infobalie,,,,"Rue Royale,2.0,Bruxelles-Brussel,Belgium",50.8503534,4.3641739
3455,4451.0,,Rue Royale,2.0,1000.0,Brussel,Bruxelles-Brussel,"conferentiezaal,aan liftkoker",,,,"Rue Royale,2.0,Bruxelles-Brussel,Belgium",50.8503534,4.3641739
3456,4452.0,,Bedrijfsstraat ,1208.0,3660.0,Opglabbeek,Limburg,,,,,"Bedrijfsstraat ,1208.0,Limburg,Belgium",50.9540759,5.3623895
3457,4453.0,,Place H. Maugrétout,1.0,7100.0,La,Hainaut,salle de gymnastique,,,,"Place H. Maugrétout,1.0,Hainaut,Belgium",50.4781389,4.1883256
3458,4454.0,,Rue du Beauregard ,11.0,7141.0,Carnières,Hainaut,oursbar,,,,"Rue du Beauregard ,11.0,Hainaut,Belgium",50.4406882,4.2665302
3459,4455.0,,Stationsstraat ,168.0,3110.0,Rotselaar,Vlaams-Brabant,"glvl,inkomhal,tgo toegangsdeur",,,,"Stationsstraat ,168.0,Vlaams-Brabant,Belgium",50.8815434,4.564597
3460,4456.0,,Da Vinci laan,2.0,1930.0,Zaventem,Vlaams-Brabant,inkomhal,,,,"Da Vinci laan,2.0,Vlaams-Brabant,Belgium",50.8891268,4.4592719
3461,4457.0,,Da Vinci laan,3.0,1930.0,Zaventem,Vlaams-Brabant,inkomhal,,,,"Da Vinci laan,3.0,Vlaams-Brabant,Belgium",50.8891268,4.4592719
3462,4458.0,,Da Vinci laan,9.0,1930.0,Zaventem,Vlaams-Brabant,inkomhal,,,,"Da Vinci laan,9.0,Vlaams-Brabant,Belgium",50.8891268,4.4592719
3463,4459.0,,Da Vinci laan,11.0,1930.0,Zaventem,Vlaams-Brabant,inkomhal,,,,"Da Vinci laan,11.0,Vlaams-Brabant,Belgium",50.8891268,4.4592719
3464,4461.0,,Rue Saint Paul,14.0,7130.0,Binche,Hainaut,accueil,,,,"Rue Saint Paul,14.0,Hainaut,Belgium",50.4092321,4.16773
3465,4462.0,,Rue S. Allende ,,7134.0,Leval-Trahegnies,Hainaut,salle de gym,,,,"Rue S. Allende ,,Hainaut,Belgium",50.4441115,4.0504455
3466,4463.0,,Rue J. Wouters ,14.0,7134.0,Péronnes-lez-Binche,Hainaut,réfectoire,,,,"Rue J. Wouters ,14.0,Hainaut,Belgium",50.4191422,4.4302721
3467,4464.0,,Rue de la Chapelette,72.0,7130.0,Bray,Hainaut,salle de sport,,,,"Rue de la Chapelette,72.0,Hainaut,Belgium",50.5464489,4.459609
3468,4465.0,,Avenue Wanderpepen ,28.0,7130.0,Binche,Hainaut,salle A,,,,"Avenue Wanderpepen ,28.0,Hainaut,Belgium",50.4118237,4.1721922
3469,4466.0,,Rue du By ,162.0,7134.0,Epinois,Hainaut,bar,,,,"Rue du By ,162.0,Hainaut,Belgium",50.4384305,3.9631908
3470,4467.0,,Beenhouwersstraat ,28.0,2830.0,Willebroek,Antwerpen,restaurantgebouw inkomhal,,,,"Beenhouwersstraat ,28.0,Antwerpen,Belgium",51.2759862,4.4160179
3471,4468.0,,Avenue Jules Ducobu ,,7300.0,Boussu,Hainaut,local matériel,,,,"Avenue Jules Ducobu ,,Hainaut,Belgium",50.4238454,3.8029872
3472,4469.0,,Rue Léon Autrique,4.0,1080.0,Bruxelles,Bruxelles-Brussel,centr sportf-1° étage l accueu,,,,"Rue Léon Autrique,4.0,Bruxelles-Brussel,Belgium",50.8589327,4.3291518
3473,4470.0,Appareil fixe-Vast apparaat,Verenigde-Natieslaan,1.0,900.0,Gent,Oost-Vlaanderen,"Gang achter receptie, gelijksvloers",Non-Nee,Non-Nee,,"Verenigde-Natieslaan,1.0,Oost-Vlaanderen,Belgium",51.0456464,3.7052811
3474,4470.0,,Verenigde-Natieslaan ,1.0,9000.0,Gent,Oost-Vlaanderen,"gang achter receptie,glvl",,,,"Verenigde-Natieslaan ,1.0,Oost-Vlaanderen,Belgium",51.0456464,3.7052811
3475,4471.0,,Grand Rue ,39.0,1435.0,Mont-Saint-Guibert,Brabant Wallon,,,,,"Grand Rue ,39.0,Brabant Wallon,Belgium",50.6102606,4.6560681
3476,4472.0,,Rue de Fexhe ,76.0,4041.0,Milmort,Liège,infirmerie de l école,,,,"Rue de Fexhe ,76.0,Liège,Belgium",50.6455637,5.5557033
3477,4473.0,,Rue J.B. Verbeyst ,25.0,1090.0,Bruxelles,Bruxelles-Brussel,"rez,bureau ""accueil""",,,,"Rue J.B. Verbeyst ,25.0,Bruxelles-Brussel,Belgium",50.8409617,4.375834
3478,4474.0,,Rue de la Crête ,28.0,7880.0,Flobecq,Hainaut,"niv -1,côté l ascenseur",,,,"Rue de la Crête ,28.0,Hainaut,Belgium",50.4747395,4.2755636
3479,4476.0,,Rue de l Eglise,15.0,6567.0,Fontaine-Valmont,Hainaut,rez de ch,,,,"Rue de l Eglise,15.0,Hainaut,Belgium",50.3524388,3.8878907
3480,4477.0,,Rue du Bois ,44.0,6240.0,Pironchamps,Hainaut,"rez,salle St Joseph",,,,"Rue du Bois ,44.0,Hainaut,Belgium",50.4068113,3.8390412
3481,4478.0,,Avenue de la Rénovation ,8.0,5380.0,Fernelmont,Namur,hall d entrée,,,,"Avenue de la Rénovation ,8.0,Namur,Belgium",50.4649359,4.865072899999999
3482,4479.0,,Raadsherenstraat ,2.0,2300.0,Turnhout,Antwerpen,Portiersloge,,,,"Raadsherenstraat ,2.0,Antwerpen,Belgium",51.305315,4.9155114
3483,4480.0,,Rue de la Fontaine ,76.0,4600.0,Visé,Liège,rez entre 2 locaux sous l es,,,,"Rue de la Fontaine ,76.0,Liège,Belgium",50.6101973,5.6002001
3484,4481.0,,Rue des pâturages,76.0,7390.0,Quaregnon,Hainaut,1er étage - Olivier,,,,"Rue des pâturages,76.0,Hainaut,Belgium",50.3827478,4.0056077
3485,4482.0,,Boulevard Roosevelt ,27.0,7060.0,Soignies,Hainaut,à côté salle de gym,,,,"Boulevard Roosevelt ,27.0,Hainaut,Belgium",50.5760416,4.0657403
3486,4483.0,,Rue du Seminaire,7.0,5150.0,Floreffe,Namur,local directeur,,,,"Rue du Seminaire,7.0,Namur,Belgium",50.4635795,4.8589448
3487,4484.0,,Rue de Wavre,60.0,1301.0,Bierges,Brabant Wallon,local infirmerie primaire,,,,"Rue de Wavre,60.0,Brabant Wallon,Belgium",50.720997,4.5841065
3488,4485.0,,Rue des Augustins,30.0,7500.0,Tournai,Hainaut,hall accueil,,,,"Rue des Augustins,30.0,Hainaut,Belgium",50.6089047,3.3802229
