,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
430,1020.0,,Brusselstraat,59.0,2018.0,Antwerpen,Antwerpen,,,,,"Brusselstraat,59.0,Antwerpen,Belgium",51.2002093,4.3920787,
458,1052.0,,Vaartstraat,46.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Vaartstraat,46.0,Vlaams-Brabant,Belgium",50.9270162,4.421211,
528,1142.0,,Lange Gasthuisstraat,20.0,2018.0,Antwerpen,Antwerpen,,,,,"Lange Gasthuisstraat,20.0,Antwerpen,Belgium",51.21458,4.4050147,
558,1174.0,,Nieuwpoortsesteenweg ,889.0,8400.0,Oostende,West-Vlaanderen,,,,,"Nieuwpoortsesteenweg ,889.0,West-Vlaanderen,Belgium",51.2102562,2.8770471,
559,1175.0,,Brusselstraat ,15.0,8400.0,OOSTENDE,West-Vlaanderen,,,,,"Brusselstraat ,15.0,West-Vlaanderen,Belgium",51.3285343,3.1800777,
560,1177.0,,Groenenborgerlaan ,171.0,2020.0,Antwerpen,Antwerpen,,,,,"Groenenborgerlaan ,171.0,Antwerpen,Belgium",51.175984,4.4128605,
561,1178.0,,Grote Kauwenberg,2.0,2020.0,Antwerpen,Antwerpen,,,,,"Grote Kauwenberg,2.0,Antwerpen,Belgium",51.2227998,4.4113968,
603,1228.0,,Kaaistraat ,18.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Kaaistraat ,18.0,West-Vlaanderen,Belgium",50.9427625,3.1397045,
605,1230.0,,Kolonel Begaultlaan ,,3012.0,Leuven,Vlaams-Brabant,,Y,,,"Kolonel Begaultlaan ,,Vlaams-Brabant,Belgium",50.8958652,4.7062523,
606,1231.0,,Marksesteenweg ,5.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Marksesteenweg ,5.0,West-Vlaanderen,Belgium",50.8204331,3.249086,
610,1235.0,,Lentestraat ,23.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Lentestraat ,23.0,Antwerpen,Belgium",51.2129267,4.4260673,
618,1243.0,,Hopland,2.0,2018.0,Antwerpen,Antwerpen,,,,,"Hopland,2.0,Antwerpen,Belgium",51.2167179,4.4112526,
619,1245.0,,Eiermarkt ,,2018.0,Antwerpen,Antwerpen,,,,,"Eiermarkt ,,Antwerpen,Belgium",51.2192904,4.4034402,
671,1308.0,,John Cordierlaan ,9.0,8400.0,Oostende,West-Vlaanderen,,,,,"John Cordierlaan ,9.0,West-Vlaanderen,Belgium",51.2069163,2.9838101,
696,1340.0,,Koningin Astridplein,27.0,2018.0,Antwerpen,Antwerpen,,,,,"Koningin Astridplein,27.0,Antwerpen,Belgium",51.2185297,4.4207857,
698,1343.0,,Orpheusplein,1.0,2000.0,Antwerpen,Antwerpen,,,,,"Orpheusplein,1.0,Antwerpen,Belgium",51.1984345,4.4421889,
699,1346.0,,Krijgsbaan,20.0,2000.0,Antwerpen,Antwerpen,,,,,"Krijgsbaan,20.0,Antwerpen,Belgium",51.172982,4.3879895,
700,1347.0,,Desguinlei ,,2000.0,Antwerpen,Antwerpen,,,,,"Desguinlei ,,Antwerpen,Belgium",51.194908,4.4044371,
701,1353.0,,Wandeldijk,40.0,2000.0,Antwerpen,Antwerpen,,,,,"Wandeldijk,40.0,Antwerpen,Belgium",51.2356225,4.3900691,
733,1391.0,,Oudaan,,2000.0,Antwerpen,Antwerpen,,Y,,,"Oudaan,,Antwerpen,Belgium",51.2158658,4.403616,
756,1419.0,,Tijsmanstunnel West,,2040.0,Antwerpen,Antwerpen,,Y,,,"Tijsmanstunnel West,,Antwerpen,Belgium",51.3049232,4.3084317,
761,1424.0,,Martelarenplein ,16.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Martelarenplein ,16.0,Vlaams-Brabant,Belgium",50.8811566,4.7146326,
764,1427.0,,Koningin Astridplein,27.0,2018.0,Antwerpen,Antwerpen,,,,,"Koningin Astridplein,27.0,Antwerpen,Belgium",51.2185297,4.4207857,
767,1430.0,,Zeevaartstraat,11.0,2000.0,Antwerpen,Antwerpen,,,,,"Zeevaartstraat,11.0,Antwerpen,Belgium",51.227334,4.4095517,
769,1432.0,,Korte Klarenstraat,10.0,2000.0,Antwerpen,Antwerpen,,,,,"Korte Klarenstraat,10.0,Antwerpen,Belgium",51.2191638,4.407209,
812,1485.0,,Noorderlaan,395.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,395.0,Antwerpen,Belgium",51.2697864,4.3766281,
860,1545.0,,Rouaanse Kaai,4.0,2000.0,Antwerpen,Antwerpen,,,,,"Rouaanse Kaai,4.0,Antwerpen,Belgium",51.2269562,4.4012917,
867,1554.0,,Interleuvenlaan,68.0,3001.0,Leuven,Vlaams-Brabant,,,,,"Interleuvenlaan,68.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
883,1571.0,,Franscontinentaalweg,12.0,2030.0,Antwerpen,Antwerpen,,,,,"Franscontinentaalweg,12.0,Antwerpen,Belgium",51.2734186,4.3998061,
884,1572.0,,Transcontinentaalweg,10.0,2030.0,Antwerpen,Antwerpen,,,,,"Transcontinentaalweg,10.0,Antwerpen,Belgium",51.2734186,4.3998061,
885,1573.0,,Steenpoort,5.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Steenpoort,5.0,West-Vlaanderen,Belgium",51.1506353,3.2834384,
889,1577.0,,J. Van Rijswijcklaan,191.0,2020.0,Antwerpen,Antwerpen,,Y,,,"J. Van Rijswijcklaan,191.0,Antwerpen,Belgium",51.1911166,4.3982918,
993,1707.0,,Meistraat,4.0,2000.0,Antwerpen,Antwerpen,,,,,"Meistraat,4.0,Antwerpen,Belgium",51.2155588,4.4105948,
1107,1865.0,,Kipdorp,57.0,2000.0,Antwerpen,Antwerpen,1st verdieping,Y,,,"Kipdorp,57.0,Antwerpen,Belgium",51.2209283,4.4076469,
1113,1871.0,,Noorderlaan,127.0,2030.0,Antwerpen,Antwerpen, glvl nabij ingang lift,Y,,,"Noorderlaan,127.0,Antwerpen,Belgium",51.2697864,4.3766281,
1130,1904.0,,Stadionlaan,4.0,3010.0,Kessel-Lo,Vlaams-Brabant,zwembad 1e verd. EHBO lokaal,,,,"Stadionlaan,4.0,Vlaams-Brabant,Belgium",50.8823536,4.7353408,
1131,1905.0,,Aarschotsesteenweg,730.0,3012.0,Wilsele,Vlaams-Brabant,,,,,"Aarschotsesteenweg,730.0,Vlaams-Brabant,Belgium",50.9285633,4.7236284,
1140,1913.0,,Zaha Hadidplein,1.0,2030.0,Antwerpen,Antwerpen,,,,,"Zaha Hadidplein,1.0,Antwerpen,Belgium",51.2401563,4.4084129,
1141,1914.0,,Loodglansstraat,5.0,2030.0,Antwerpen,Antwerpen,"Gebouw A, glkvl. Verd.",,,,"Loodglansstraat,5.0,Antwerpen,Belgium",51.2463925,4.4109875,
1142,1915.0,,Hanzestedenplaats,19.0,2000.0,Antwerpen,Antwerpen,"glvl, achter bergingsdeur",,,,"Hanzestedenplaats,19.0,Antwerpen,Belgium",51.2287034,4.4051899,
1143,1916.0,,Droogdokkenweg,4.0,2030.0,Antwerpen,Antwerpen," glvl, trappenhal naar secr.",,,,"Droogdokkenweg,4.0,Antwerpen,Belgium",51.2384957,4.4034319,
1144,1917.0,,Kauwenstein ,,2030.0,Antwerpen,Antwerpen,centr. Dienstengeb. 1e verd. Traphal,,,,"Kauwenstein ,,Antwerpen,Belgium",51.2772824,4.3324851,
1145,1918.0,,Blauwhoefstraat,11.0,2040.0,Antwerpen,Antwerpen,"werkhuis, glvl, EHBO lok",,,,"Blauwhoefstraat,11.0,Antwerpen,Belgium",51.3148595,4.3209569,
1146,1919.0,,Potpolderweg ,,2040.0,Antwerpen,Antwerpen,"gebouw A, glvl, inkomhal EHBO lok",,,,"Potpolderweg ,,Antwerpen,Belgium",51.3448238,4.2863967,
1153,1926.0,,Beddenstraat,2.0,2000.0,Antwerpen,Antwerpen,nabij onthaal,,,,"Beddenstraat,2.0,Antwerpen,Belgium",51.2188663,4.4034381,
1160,1933.0,,A. Pieterslaan,85.0,8400.0,Oostende,West-Vlaanderen,nabij onthaal,,,,"A. Pieterslaan,85.0,West-Vlaanderen,Belgium",51.2257189,2.9128215,
1165,1938.0,,Tervuursevest,113.0,3001.0,Heverlee,Vlaams-Brabant,naast ingang-uitgang,,,,"Tervuursevest,113.0,Vlaams-Brabant,Belgium",50.872564,4.6909425,
1170,1943.0,,Lange Lozanastraat,170.0,2018.0,Antwerpen,Antwerpen,nabij onthaal,,,,"Lange Lozanastraat,170.0,Antwerpen,Belgium",51.2022161,4.4057145,
1312,2107.0,,Doorniksewijk,,8500.0,Kortrijk,West-Vlaanderen,inkomhal,,,,"Doorniksewijk,,West-Vlaanderen,Belgium",50.820667,3.2690721,
1322,2130.0,,Naamsesteenweg,955.0,3001.0,Heverlee,Vlaams-Brabant,aan sporthal,,,,"Naamsesteenweg,955.0,Vlaams-Brabant,Belgium",50.8343877,4.6991926,
1323,2131.0,,Hertogstraat,178.0,3001.0,HEVERLEE,Vlaams-Brabant,hoofding depart. ECHO-DLO,,,,"Hertogstraat,178.0,Vlaams-Brabant,Belgium",50.8565175,4.7033118,
1342,2152.0,,Hoveniersstraat,,2018.0,Antwerpen,Antwerpen,balie security,,,,"Hoveniersstraat,,Antwerpen,Belgium",51.2151764,4.4187768,
1346,2156.0,,Philipssite,6.0,3001.0,Leuven,Vlaams-Brabant,"glvl, infobalie",,,,"Philipssite,6.0,Vlaams-Brabant,Belgium",50.8680749,4.7119704,
1359,2170.0,,Ieperstraat,12.0,8400.0,Oostende,West-Vlaanderen,glvl tegenover onthaal,,,,"Ieperstraat,12.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
1431,2258.0,,Mechelsesteenweg ,180.0,2018.0,Antwerpen,Antwerpen,"glvl, links onthaal",,,,"Mechelsesteenweg ,180.0,Antwerpen,Belgium",51.2055418,4.4102937,
1437,2265.0,,Diestsesteenweg,3.0,3010.0,Kessel-Lo,Vlaams-Brabant,,,,,"Diestsesteenweg,3.0,Vlaams-Brabant,Belgium",50.8884146,4.7541206,
1441,2271.0,,Kronenburgstraat,43.0,2000.0,Antwerpen,Antwerpen,glvl nst SOA/HIV cons.,,,,"Kronenburgstraat,43.0,Antwerpen,Belgium",51.2120287,4.3974974,
1485,2323.0,,Lange Kievitstraat,145.0,2018.0,Antwerpen,Antwerpen,"glvl, hoofdingang",,,,"Lange Kievitstraat,145.0,Antwerpen,Belgium",51.212864,4.4209742,
1486,2324.0,,Luithagen - Haven,6.0,2030.0,Antwerpen,Antwerpen,glvl aan hoofdingang,,,,"Luithagen - Haven,6.0,Antwerpen,Belgium",51.2688603,4.4006063,
1495,2333.0,,Brusselsestraat,52.0,3000.0,Leuven,Vlaams-Brabant,glvl aan hoofdingang,,,,"Brusselsestraat,52.0,Vlaams-Brabant,Belgium",50.8808605,4.6919421,
1496,2334.0,,Vuurkruisenlaan,4.0,3000.0,Leuven,Vlaams-Brabant,glvl aan hoofdingang,,,,"Vuurkruisenlaan,4.0,Vlaams-Brabant,Belgium",50.8856366,4.7119096,
1507,2346.0,,Luithagen-Haven,6.0,2030.0,Antwerpen,Antwerpen,"aglvl, hoofdingang",,,,"Luithagen-Haven,6.0,Antwerpen,Belgium",51.2688603,4.4006063,
1508,2347.0,,Meistraat,39.0,2000.0,Antwerpen,Antwerpen,"glvl, hoofdingang",,,,"Meistraat,39.0,Antwerpen,Belgium",51.2155588,4.4105948,
1516,2355.0,,Archimedesstraat,7.0,8400.0,Oostende,West-Vlaanderen,glvl aan receptie,,,,"Archimedesstraat,7.0,West-Vlaanderen,Belgium",51.211896,2.9411859,
1545,2384.0,,Diestsepoort ,6.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Diestsepoort ,6.0,Vlaams-Brabant,Belgium",50.8834357,4.7142928,
1546,2385.0,,Lange Kievitstraat 111-113glvl achter onthaal,,2018.0,Antwerpen,Antwerpen,,,,,"Lange Kievitstraat 111-113glvl achter onthaal,,Antwerpen,Belgium",51.213518,4.422642499999999,
1570,2412.0,,Marie Theresiastraat,63.0,3000.0,Leuven,Vlaams-Brabant,aglvl gang na receptie,,,,"Marie Theresiastraat,63.0,Vlaams-Brabant,Belgium",50.8781317,4.7116003,
1664,2516.0,,Graanmarkt,,2000.0,Antwerpen,Antwerpen,achterkant gebouw,,,,"Graanmarkt,,Antwerpen,Belgium",51.2158876,4.4085722,
1687,2541.0,,Steenpoort,2.0,8500.0,Kortrijk,West-Vlaanderen,"glvl, EHBO lokaal",,,,"Steenpoort,2.0,West-Vlaanderen,Belgium",50.8271486,3.2696789,
1688,2542.0,,Steenpoort,2.0,8500.0,KORTRIJK,West-Vlaanderen,verdieping +2 dispatch security,,,,"Steenpoort,2.0,West-Vlaanderen,Belgium",50.8271486,3.2696789,
1709,2563.0,,Tiensevest,61.0,3010.0,Leuven,Vlaams-Brabant,"glvl, ingang",,,,"Tiensevest,61.0,Vlaams-Brabant,Belgium",50.8780147,4.7158108,
1773,2632.0,,Eikenstraat ,9.0,2000.0,Antwerpen,Antwerpen,dispatching -1,,,,"Eikenstraat ,9.0,Antwerpen,Belgium",51.2189682,4.4103628,
1795,2655.0,,Rijnkaai ,37.0,2000.0,Antwerpen,Antwerpen,"7e verd, links aan receptie",,,,"Rijnkaai ,37.0,Antwerpen,Belgium",51.2313153,4.4029316,
1796,2656.0,,Braderijstraat,11.0,2000.0,Antwerpen,Antwerpen,"glvl, receptiebalie",,,,"Braderijstraat,11.0,Antwerpen,Belgium",51.222223,4.3998106,
1862,2724.0,,Hopland,24.0,2000.0,Antwerpen,Antwerpen,dispatching uitrit voertuigen,,,,"Hopland,24.0,Antwerpen,Belgium",51.2167179,4.4112526,
1866,2728.0,,Lamorinièrestraat ,231.0,2018.0,Antwerpen,Antwerpen,"glvl, inkomhal",,,,"Lamorinièrestraat ,231.0,Antwerpen,Belgium",51.2035955,4.420659,
1872,2734.0,,President Kennedypark ,12.0,8500.0,Kortrijk,West-Vlaanderen,"glvl, inkombalie",,,,"President Kennedypark ,12.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
1879,2741.0,,Aarschotsesteenweg,58.0,3012.0,Leuven,Vlaams-Brabant,"glvl, klantenkantoor",,,,"Aarschotsesteenweg,58.0,Vlaams-Brabant,Belgium",50.9285633,4.7236284,
1892,2755.0,,Desquinlei ,244.0,2018.0,Antwerpen,Antwerpen,"glvl, overdekte Aula",,,,"Desquinlei ,244.0,Antwerpen,Belgium",51.194908,4.4044371,
1930,2798.0,,Armenstraatje,,2040.0,Antwerpen,Antwerpen,,,,,"Armenstraatje,,Antwerpen,Belgium",51.3577063,4.3171467,
1942,2811.0,,Zandvoordestraat,366.0,8400.0,Oostende,West-Vlaanderen,receptie glvl,,,,"Zandvoordestraat,366.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
1943,2812.0,,Zandvoordestraat,366.0,8400.0,Oostende,West-Vlaanderen,prod bur meestergast glvl,,,,"Zandvoordestraat,366.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
1944,2813.0,,Zandvoordestraat ,366.0,8400.0,Oostende,West-Vlaanderen,,,,,"Zandvoordestraat ,366.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
1982,2856.0,,Handschoenmarkt ,,2000.0,Antwerpen,Antwerpen,zw kathedraal spreekkamer,,,,"Handschoenmarkt ,,Antwerpen,Belgium",51.220503,4.4001113,
2050,2924.0,,Meensesteenweg,179.0,8501.0,Bissegem,West-Vlaanderen,in de keuken,,,,"Meensesteenweg,179.0,West-Vlaanderen,Belgium",50.9166215,3.1161075,
2074,2949.0,,Arenbergstraat,24.0,2000.0,Antwerpen,Antwerpen,"glvl,achter onthaal bij liften",,,,"Arenbergstraat,24.0,Antwerpen,Belgium",51.2153041,4.4068325,
2077,2952.0,,Amsterdamstraat ,18.0,2000.0,Antwerpen,Antwerpen,"verd 1A, lobie",,,,"Amsterdamstraat ,18.0,Antwerpen,Belgium",51.2311544,4.4047455,
2131,3007.0,,Noorderlaan,139.0,2030.0,Antwerpen,Antwerpen,"receptie Ferranti, 3de verd",,,,"Noorderlaan,139.0,Antwerpen,Belgium",51.26415490000001,4.4016149,
2140,3016.0,,Zandvoordestraat,300.0,8400.0,Oostende,West-Vlaanderen,receptie spare parts,,,,"Zandvoordestraat,300.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
2141,3017.0,,Zandvoordestraat,300.0,8400.0,Oostende,West-Vlaanderen,productiehal,,,,"Zandvoordestraat,300.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
2142,3018.0,,Zandvoordestraat,300.0,8400.0,Oostende,West-Vlaanderen,productiehal,,,,"Zandvoordestraat,300.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
2143,3019.0,,Zandvoordestraat,300.0,8400.0,Oostende,West-Vlaanderen,hoofdingang naast toiletten,,,,"Zandvoordestraat,300.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
2156,3038.0,,Jozef De Bomstraat,47.0,2018.0,Antwerpen,Antwerpen,glvl,,,,"Jozef De Bomstraat,47.0,Antwerpen,Belgium",51.2063898,4.4058,
2159,3041.0,,Zandvoordestraat ,300.0,8400.0,Oostende,West-Vlaanderen,portiersloge hoofdingang,,,,"Zandvoordestraat ,300.0,West-Vlaanderen,Belgium",51.2109053,2.956874,
2189,3072.0,,Brialmontlei ,45.0,2018.0,Antwerpen,Antwerpen,"glvl, inkomhal",,,,"Brialmontlei ,45.0,Antwerpen,Belgium",51.2096618,4.4205796,
2190,3073.0,,Jacob Jordaensstraat ,21.0,2018.0,Antwerpen,Antwerpen,"glvl, atrium",,,,"Jacob Jordaensstraat ,21.0,Antwerpen,Belgium",51.2089222,4.4152796,
2192,3075.0,,Rijschoolstraat ,21.0,3000.0,Leuven,Vlaams-Brabant,glvl inkomhal,,,,"Rijschoolstraat ,21.0,Vlaams-Brabant,Belgium",50.8816503,4.7040178,
2193,3076.0,,Aarschotsesteenweg ,163.0,3012.0,Leuven,Vlaams-Brabant,"1°verd,gang kleedkamers",,,,"Aarschotsesteenweg ,163.0,Vlaams-Brabant,Belgium",50.9285633,4.7236284,
2194,3077.0,,Brandweg ,8.0,3012.0,Leuven,Vlaams-Brabant,glvl -  inkomhal,,,,"Brandweg ,8.0,Vlaams-Brabant,Belgium",50.9023578,4.7029936,
2195,3078.0,,Diestsesteenweg ,288.0,3010.0,Leuven,Vlaams-Brabant,glvl - inkomhal,,,,"Diestsesteenweg ,288.0,Vlaams-Brabant,Belgium",50.8884146,4.7541206,
2196,3079.0,,Pellenbergstraat,193.0,3010.0,Leuven,Vlaams-Brabant,glvl - inkomhal,,,,"Pellenbergstraat,193.0,Vlaams-Brabant,Belgium",50.8617781,4.7849036,
2197,3080.0,,Hertogstraat ,180.0,3001.0,Leuven,Vlaams-Brabant,glvl - inkomhal,,,,"Hertogstraat ,180.0,Vlaams-Brabant,Belgium",50.85602060000001,4.704656,
2198,3081.0,,Pastoor Bellonstraat ,29.0,3018.0,Leuven,Vlaams-Brabant,glvl - inkomhal,,,,"Pastoor Bellonstraat ,29.0,Vlaams-Brabant,Belgium",50.9261998,4.7052617,
2199,3082.0,,Domeinstraat ,61.0,3010.0,Leuven,Vlaams-Brabant,glvl - personeelslokaal,,,,"Domeinstraat ,61.0,Vlaams-Brabant,Belgium",50.8992602,4.7219791,
2200,3083.0,,Celestijnenlaan,19.0,3000.0,Leuven,Vlaams-Brabant,glvl-wachtruimte bezoekers,,,,"Celestijnenlaan,19.0,Vlaams-Brabant,Belgium",50.8678226,4.6782848,
2274,3164.0,,Sint-Bernardsesteenweg ,200.0,2020.0,Antwerpen,Antwerpen,glvl aan het onthaal,,,,"Sint-Bernardsesteenweg ,200.0,Antwerpen,Belgium",51.1751817,4.3666277,
2293,3185.0,,P. Van Overstraetenplein,1.0,3000.0,Leuven,Vlaams-Brabant,EHBO-lokaal,,,,"P. Van Overstraetenplein,1.0,Vlaams-Brabant,Belgium",50.8788821,4.7161013,
2321,3213.0,,Kardinaal Mercierlaan ,46.0,3001.0,Heverlee,Vlaams-Brabant,tgo secretariaat,,,,"Kardinaal Mercierlaan ,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
2322,3214.0,,Domeinstraat ,61.0,3010.0,Kessel-Lo,Vlaams-Brabant,nst veld aan de cafetaria,,,,"Domeinstraat ,61.0,Vlaams-Brabant,Belgium",50.8992602,4.7219791,
2344,3239.0,,Archimedesstraat,5.0,8400.0,Oostende,West-Vlaanderen,aan de balie,,,,"Archimedesstraat,5.0,West-Vlaanderen,Belgium",51.211896,2.9411859,
2352,3247.0,,Generaal Lemanstraat,47.0,2018.0,Antwerpen,Antwerpen,2verd. 5 achteraan,,,,"Generaal Lemanstraat,47.0,Antwerpen,Belgium",51.1918561,4.4129323,
2379,3276.0,,Ringlaan ,11.0,8501.0,Heule,West-Vlaanderen,alokaal achter balie rechts,,,,"Ringlaan ,11.0,West-Vlaanderen,Belgium",51.2513468,3.0454041,
2404,3302.0,,Emdenweg,,2030.0,Antwerpen,Antwerpen,portiersloge Einde Emdenweg,,,,"Emdenweg,,Antwerpen,Belgium",51.25792,4.37439,
2414,3312.0,,Izegemsestraat,375.0,8501.0,Heule,West-Vlaanderen,"atelier,glvl thv trap nr burele",,,,"Izegemsestraat,375.0,West-Vlaanderen,Belgium",50.931412,3.164877,
2420,3319.0,,Scheldelaan ,470.0,2040.0,Antwerpen,Antwerpen,garage nst brandweerkazerne,,,,"Scheldelaan ,470.0,Antwerpen,Belgium",51.2998941,4.3074336,
2421,3320.0,,Scheldelaan ,470.0,2040.0,Antwerpen,Antwerpen,gang naast EHBO-lokaal,,,,"Scheldelaan ,470.0,Antwerpen,Belgium",51.2998941,4.3074336,
2434,3336.0,,Tiensevest ,170.0,3000.0,Leuven,Vlaams-Brabant,inkomhal,,,,"Tiensevest ,170.0,Vlaams-Brabant,Belgium",50.8780147,4.7158108,
2444,3346.0,,Rijnkaai ,37.0,2000.0,Antwerpen,Antwerpen,nabij de receptie,,,,"Rijnkaai ,37.0,Antwerpen,Belgium",51.2313153,4.4029316,
2446,3348.0,,Noordelaan ,79.0,2030.0,Antwerpen,Antwerpen,1ste verdieping,,,,"Noordelaan ,79.0,Antwerpen,Belgium",51.2807318,4.3850942,
2471,3375.0,,Hoveniersstraat,22.0,2018.0,Antwerpen,Antwerpen,glvl in hal v. AWDC gebouw,,,,"Hoveniersstraat,22.0,Antwerpen,Belgium",51.2151764,4.4187768,
2472,3376.0,,Beddenstraat,,2000.0,Antwerpen,Antwerpen,"glvl,ingang kledingwink. Mango",,,,"Beddenstraat,,Antwerpen,Belgium",51.2188663,4.4034381,
2484,3392.0,,Beliweg ,20.0,2030.0,Antwerpen,Antwerpen,"zwart geb,op glvl in EHBO lokaal",,,,"Beliweg ,20.0,Antwerpen,Belgium",51.2497615,4.37499,
2485,3393.0,,Elisabethlaan ,407.0,8400.0,Oostende,West-Vlaanderen,glvl in consultatieruimte,,,,"Elisabethlaan ,407.0,West-Vlaanderen,Belgium",51.2147968,2.9095833,
2486,3394.0,,Bad Godesberglaan ,22.0,8500.0,Kortrijk,West-Vlaanderen,"glvl,zaal 4,zaalwachterslokaa",,,,"Bad Godesberglaan ,22.0,West-Vlaanderen,Belgium",50.8076611,3.3010561,
2491,3399.0,,Groenendaallaan ,394.0,2030.0,Antwerpen,Antwerpen,niv. Foyer-achter scheurbalies,,,,"Groenendaallaan ,394.0,Antwerpen,Belgium",51.2445755,4.42583,
2494,3402.0,,Bondgenotenlaan ,145.0,3000.0,Leuven,Vlaams-Brabant,foyerverd 1 thv shop,,,,"Bondgenotenlaan ,145.0,Vlaams-Brabant,Belgium",50.8803513,4.7096752,
2495,3403.0,,President Kennedylaan ,100.0,8500.0,Kortrijk,West-Vlaanderen,foyer-tsn zaal 1 en 3,,,,"President Kennedylaan ,100.0,West-Vlaanderen,Belgium",50.8033337,3.2725072,
2497,3405.0,,Koningin Astridlaan ,12.0,8400.0,Oostende,West-Vlaanderen,foyer-na kassa s ing zaal 6,,,,"Koningin Astridlaan ,12.0,West-Vlaanderen,Belgium",50.7967978,3.1811607,
2535,3444.0,,Frankrijklei ,91.0,2000.0,Antwerpen,Antwerpen,"tegen muur gang schoolgebouw, glvl",,,,"Frankrijklei ,91.0,Antwerpen,Belgium",51.2151342,4.4127668,
2582,3494.0,,d Herbouvillekaai ,80.0,2020.0,Antwerpen,Antwerpen,naast trap,,,,"d Herbouvillekaai ,80.0,Antwerpen,Belgium",51.2009062,4.3668249,
2583,3495.0,,d Herbouvillekaai,80.0,2020.0,Antwerpen,Antwerpen,copielokaal nst receptioniste,,,,"d Herbouvillekaai,80.0,Antwerpen,Belgium",51.2009062,4.3668249,
2619,3535.0,,President Kennedypark,4.0,8500.0,Kortrijk,West-Vlaanderen,"glvl,ingang links traphal",,,,"President Kennedypark,4.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
2763,3690.0,,Polderdijkweg ,3.0,2030.0,Antwerpen,Antwerpen,medische dienst EHBO lokaal,,,,"Polderdijkweg ,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
2783,3711.0,,Frankrijklei ,,2000.0,Antwerpen,Antwerpen,Acceuil,Y,,,"Frankrijklei ,,Antwerpen,Belgium",51.2151342,4.4127668,
2784,3712.0,,Pelikaanstraat,,2018.0,Antwerpen,Antwerpen,"med,dienst,1ste verd in keuken",,,,"Pelikaanstraat,,Antwerpen,Belgium",51.2149228,4.4205059,
2854,3808.0,,Doorniksesteenweg ,216.0,8500.0,Kortrijk,West-Vlaanderen,"EHBO-lokaal,glvl",,,,"Doorniksesteenweg ,216.0,West-Vlaanderen,Belgium",50.8094273,3.2779111,
2855,3809.0,,Doorniksesteenweg  ,216.0,8500.0,Kortrijk,West-Vlaanderen,"aan de balie, Rambla Noord",,,,"Doorniksesteenweg  ,216.0,West-Vlaanderen,Belgium",50.8094273,3.2779111,
2967,3937.0,,Technologielaan ,8.0,3001.0,Heverlee,Vlaams-Brabant,"EHBO-lokaal,glvl productiegeb",,,,"Technologielaan ,8.0,Vlaams-Brabant,Belgium",51.0140614,4.3173399,
3017,3989.0,,Korte Herentalse straat,,2018.0,Antwerpen,Antwerpen,back office glvl,,,,"Korte Herentalse straat,,Antwerpen,Belgium",51.2144151,4.4172113,
3018,3990.0,,Quinten Matsyslei,25.0,2018.0,Antwerpen,Antwerpen,"back office, glvl",,,,"Quinten Matsyslei,25.0,Antwerpen,Belgium",51.2127018,4.4163976,
3160,4140.0,,Groenplaats ,32.0,2000.0,Antwerpen,Antwerpen,"glvl,achterreceptie lichtgrijs kast",,,,"Groenplaats ,32.0,Antwerpen,Belgium",51.2189474,4.4011116,
3164,4144.0,,Britselei ,,2000.0,Antwerpen,Antwerpen,"verd 4,in gang thv toiletten",,,,"Britselei ,,Antwerpen,Belgium",51.2100204,4.4053841,
3248,4230.0,,Dwarslaan ,7.0,2050.0,Antwerpen,Antwerpen,"onderaan trap,inkomhal sportcomplex",,,,"Dwarslaan ,7.0,Antwerpen,Belgium",51.2221873,4.3472105,
3301,4288.0,,Desguinlei,94.0,2018.0,Antwerpen,Antwerpen,glvl-lobby-backoffice vd receptie,,,,"Desguinlei,94.0,Antwerpen,Belgium",51.194908,4.4044371,
3357,4348.0,,Grote Markt ,54.0,8500.0,Kortrijk,West-Vlaanderen,glvl-ingang Leiestr tov infobalie,,,,"Grote Markt ,54.0,West-Vlaanderen,Belgium",50.8556158,2.7263412,
3358,4349.0,,Leiestraat ,30.0,8500.0,Kortrijk,West-Vlaanderen,glvl-ingang Leiestr tov infobalie,,,,"Leiestraat ,30.0,West-Vlaanderen,Belgium",50.8522866,3.290638,
